"id","geom","name","population","region"
486,"0101000020E6100000C58F31772D21FF3FC4B12E6EA3614840","Maurepas","18019","Île-de-France"
487,"0101000020E610000044FAEDEBC0791140E8D9ACFA5C554740","Montceau-les-Mines","17897","Bourgogne-Franche-Comté"
488,"0101000020E61000009487855AD3BC04404703780B24504840","Moissy-Cramayel","17882","Île-de-France"
489,"0101000020E6100000DE9387855AD3E0BFEC2FBB270F6B4640","Floirac","17882","Nouvelle-Aquitaine"
490,"0101000020E6100000DE718A8EE4720BC0CA32C4B12EDE4740","Ploemeur","17790","Bretagne"
491,"0101000020E6100000ADFA5C6DC57E0140B1BFEC9E3C6C4840","Garches","17762","Île-de-France"
492,"0101000020E6100000D3DEE00B93A90640EA95B20C71344940","Avion","17583","Hauts-de-France"
493,"0101000020E61000009487855AD3BCFF3F7E8CB96B09694840","Les Clayes-sous-Bois","17560","Île-de-France"
494,"0101000020E6100000B8AF03E78C28C53F0000000000404640","Marmande","17534","Nouvelle-Aquitaine"
495,"0101000020E6100000D0D556EC2F3B0340E17A14AE47714840","Le Pré-Saint-Gervais","17485","Île-de-France"
496,"0101000020E610000075029A081B1E174009F9A067B39A4640","Meylan","17448","Auvergne-Rhône-Alpes"
497,"0101000020E61000004703780B24A814407E8CB96B09B14540","Châteauneuf-les-Martigues","17425","Provence-Alpes-Côte d’Azur"
498,"0101000020E610000000000000008000402BF697DD93874840","Osny","17402","Île-de-France"
499,"0101000020E61000007C61325530AA07402CD49AE61D3F4940","Carvin","17399","Hauts-de-France"
500,"0101000020E610000097900F7A366B1940EB73B515FB734740","Pontarlier","17393","Bourgogne-Franche-Comté"
501,"0101000020E61000001EA7E8482E3F1840C05B2041F1B34540","Brignoles","17364","Provence-Alpes-Côte d’Azur"
502,"0101000020E61000008104C58F3137164011363CBD52564740","Lons-le-Saunier","17320","Bourgogne-Franche-Comté"
503,"0101000020E61000007FD93D7958A8F9BFACADD85F760F4840","Cesson-Sévigné","17312","Bretagne"
504,"0101000020E6100000713D0AD7A3701340CF66D5E76AFB4540","Le Pontet","17273","Provence-Alpes-Côte d’Azur"
505,"0101000020E6100000B7D100DE02890840C217265305E34640","Chamalières","17210","Auvergne-Rhône-Alpes"
506,"0101000020E61000009CA223B9FC871540EA95B20C71944840","Verdun","17161","Grand Est"
507,"0101000020E61000004B598638D6C5FB3FF38E5374247F4840","Limay","17147","Île-de-France"
508,"0101000020E61000001973D712F2011F40D8817346944E4840","Bischheim","17137","Grand Est"
509,"0101000020E610000085EB51B81E0503401CEBE2361A584840","Juvisy-sur-Orge","17007","Île-de-France"
510,"0101000020E6100000C6DCB5847C501A4072F90FE9B7074740","Cluses","16996","Auvergne-Rhône-Alpes"
511,"0101000020E610000012A5BDC117261140EFC9C342ADB14640","Firminy","16981","Auvergne-Rhône-Alpes"
512,"0101000020E610000031992A1895D4E5BF3A92CB7F485F4640","Cestas","16936","Nouvelle-Aquitaine"
513,"0101000020E610000005C58F31772D04403255302AA96B4840","Bry-sur-Marne","16919","Île-de-France"
514,"0101000020E6100000C05B2041F163FCBF3D2CD49AE6AD4540","Hendaye","16805","Nouvelle-Aquitaine"
515,"0101000020E610000048E17A14AE07104090A0F831E6CE4540","Mauguio","16735","Occitanie"
516,"0101000020E6100000D6C56D3480370F409B559FABADC84540","Lattes","16710","Occitanie"
517,"0101000020E6100000A167B3EA7335174073D712F2418F4540","Sanary-sur-Mer","16696","Provence-Alpes-Côte d’Azur"
518,"0101000020E6100000371AC05B20C118406744696FF0AD4840","Yutz","16633","Grand Est"
519,"0101000020E6100000401361C3D32B0040A4703D0AD7834840","Vauréal","16575","Île-de-France"
520,"0101000020E61000008AB0E1E9957217406EA301BC05BA4540","Saint-Maximin-la-Sainte-Baume","16574","Provence-Alpes-Côte d’Azur"
521,"0101000020E61000006A4DF38E53F41340A4703D0AD7B34540","Port-de-Bouc","16569","Provence-Alpes-Côte d’Azur"
522,"0101000020E610000012A5BDC11726DFBF3C4ED1915C764640","Ambarès-et-Lagrave","16563","Nouvelle-Aquitaine"
523,"0101000020E6100000D1915CFE43FAF73FD95F764F1ECE4540","Balma","16520","Occitanie"
524,"0101000020E61000009E5E29CB10871A40B9FC87F4DBF74640","Sallanches","16508","Auvergne-Rhône-Alpes"
525,"0101000020E61000006B2BF697DD1304402B1895D409604840","Boissy-Saint-Léger","16487","Île-de-France"
526,"0101000020E61000007E8CB96B09F9FD3F22FDF675E0F44740","Saint-Jean-de-la-Ruelle","16445","Centre-Val de Loire"
527,"0101000020E610000038F8C264AA6001406666666666664840","Viroflay","16406","Île-de-France"
528,"0101000020E610000068B3EA73B515FE3F0BB5A679C7F94740","Saran","16344","Centre-Val de Loire"
529,"0101000020E6100000FE43FAEDEBC0004082734694F66E4840","Marly-le-Roi","16335","Île-de-France"
530,"0101000020E61000001AC05B2041F11840A4703D0AD70B4640","Digne-les-Bains","16333","Provence-Alpes-Côte d’Azur"
531,"0101000020E610000090A0F831E6AE12401F85EB51B89E4640","Annonay","16288","Auvergne-Rhône-Alpes"
532,"0101000020E61000003B014D840D4F00400C93A98251794840","Carrières-sous-Poissy","16248","Île-de-France"
533,"0101000020E61000003B014D840D4F0040FE65F7E461814840","Jouy-le-Moutier","16214","Île-de-France"
534,"0101000020E6100000A7E8482EFF21F03F31992A1895A44840","Elbeuf","16205","Normandie"
535,"0101000020E610000017B7D100DEC21340FD87F4DBD7D94840","Sedan","16193","Grand Est"
536,"0101000020E610000058CA32C4B1EE14403A92CB7F48CF4640","L’Isle-d’Abeau","16169","Auvergne-Rhône-Alpes"
537,"0101000020E61000001361C3D32B650340F2B0506B9A774840","Le Bourget","16139","Île-de-France"
538,"0101000020E61000000F9C33A2B437F0BFD6C56D34806F4740","Les Herbiers","16135","Pays de la Loire"
539,"0101000020E6100000B1E1E995B20CF13F68226C787AE54740","Vendôme","16133","Centre-Val de Loire"
540,"0101000020E6100000FAEDEBC0392303C031992A1895A44740","Escoublac","16117","Pays de la Loire"
541,"0101000020E6100000AC8BDB68006F03C0A7E8482EFFA94740","Guérande","16107","Pays de la Loire"
542,"0101000020E6100000984C158C4A6A0B4036AB3E575B394940","Saint-Amand-les-Eaux","16053","Hauts-de-France"
543,"0101000020E61000006C787AA52C43F9BF6EA301BC05D24840","Tourlaville","16040","Normandie"
544,"0101000020E6100000EC51B81E856B1340295C8FC2F5F04540","Châteaurenard","16012","Provence-Alpes-Côte d’Azur"
545,"0101000020E6100000FB5C6DC5FEB2E53F166A4DF38EB34740","Saint-Cyr-sur-Loire","15991","Centre-Val de Loire"
546,"0101000020E6100000BE30992A1895FF3F13F241CF667D4840","Verneuil-sur-Seine","15982","Île-de-France"
547,"0101000020E610000045D8F0F44AD900405F29CB10C7724840","Le Pecq","15949","Île-de-France"
548,"0101000020E6100000567DAEB662FF10C0B6847CD0B3394840","Landerneau","15914","Bretagne"
549,"0101000020E6100000567DAEB6623F1840E0BE0E9C33AA4840","Hayange","15888","Grand Est"
550,"0101000020E6100000E63FA4DFBE0E01407CF2B0506B724840","Le Vésinet","15865","Île-de-France"
551,"0101000020E6100000D0D556EC2F3B0AC0BBB88D06F0E64740","Hennebont","15858","Bretagne"
552,"0101000020E6100000000000000080014036AB3E575B594840","Orsay","15844","Île-de-France"
553,"0101000020E61000000DE02D90A0F80140B5A679C729824840","Saint-Leu-la-Forêt","15829","Île-de-France"
554,"0101000020E61000002497FF907EBB1640D93D7958A89D4640","Saint-Égrève","15801","Auvergne-Rhône-Alpes"
555,"0101000020E610000007F01648507C1C40B1BFEC9E3CD44540","Villeneuve-Loubet","15780","Provence-Alpes-Côte d’Azur"
556,"0101000020E610000094F6065F984CE73F6EA301BC05B24740","Saint-Pierre-des-Corps","15766","Centre-Val de Loire"
557,"0101000020E61000003411363CBD92124065AA605452E74540","Beaucaire","15718","Occitanie"
558,"0101000020E61000009CA223B9FC07054013F241CF666D4840","Noisiel","15676","Île-de-France"
559,"0101000020E610000017B7D100DE421040F6285C8FC2CD4640","Montbrison","15656","Auvergne-Rhône-Alpes"
560,"0101000020E61000004B598638D6C5F93F90A0F831E68E4540","Pamiers","15603","Occitanie"
561,"0101000020E6100000BC0512143FC61340B5A679C729BA4540","Fos-sur-Mer","15602","Provence-Alpes-Côte d’Azur"
562,"0101000020E6100000166A4DF38ED300C074B515FBCB8E4740","Pornic","15570","Pays de la Loire"
563,"0101000020E61000003255302AA913C83F3D2CD49AE6C54840","Montivilliers","15564","Normandie"
564,"0101000020E6100000BA6B09F9A0E70840BC96900F7A2E4940","Sin-le-Noble","15522","Hauts-de-France"
565,"0101000020E6100000666666666666E4BF6ADE718A8E744640","Blanquefort","15510","Nouvelle-Aquitaine"
566,"0101000020E6100000F54A598638561840A60A462575124740","Saint-Julien-en-Genevois","15509","Auvergne-Rhône-Alpes"
567,"0101000020E6100000705F07CE199117406666666666564840","Toul","15470","Grand Est"
568,"0101000020E6100000713D0AD7A370F73F1CEBE2361A384840","Lucé","15435","Centre-Val de Loire"
569,"0101000020E6100000BE30992A18D51A40211FF46C568D4840","Saint-Avold","15433","Grand Est"
570,"0101000020E61000005BD3BCE3149D0240EC51B81E85834840","Domont","15418","Île-de-France"
571,"0101000020E61000005BD3BCE3149D0540CEAACFD556344840","Fontainebleau","15407","Île-de-France"
572,"0101000020E61000009E5E29CB10C71740BBB88D06F0EE4640","Rumilly","15373","Auvergne-Rhône-Alpes"
573,"0101000020E61000000B24287E8C390B406744696FF0854840","Château-Thierry","15351","Hauts-de-France"
574,"0101000020E6100000E5F21FD26F5FFE3F88635DDC46F34540","Gaillac","15345","Occitanie"
575,"0101000020E610000044696FF085C9F7BFABCFD556EC9F4740","Sainte-Luce-sur-Loire","15238","Pays de la Loire"
576,"0101000020E6100000FE43FAEDEB400040D881734694664840","Bois-d’Arcy","15220","Île-de-France"
577,"0101000020E610000092CB7F48BFFD0940D93D7958A8C54640","Issoire","15214","Auvergne-Rhône-Alpes"
578,"0101000020E6100000FAEDEBC039A31240D7A3703D0AE74540","Tarascon","15195","Provence-Alpes-Côte d’Azur"
579,"0101000020E61000000F9C33A2B47712404F401361C3C34640","Rive-de-Gier","15105","Auvergne-Rhône-Alpes"
580,"0101000020E6100000AF946588635DFCBF5BB1BFEC9E444740","Olonne-sur-Mer","15061","Pays de la Loire"
581,"0101000020E6100000F6285C8FC2F51040ABCFD556ECBF4640","Saint-Rambert","15034","Auvergne-Rhône-Alpes"
582,"0101000020E6100000744694F606DF054066666666665E4940","Bailleul","15019","Hauts-de-France"
583,"0101000020E6100000E02D90A0F8310140A3923A014D744840","Montesson","15013","Île-de-France"
584,"0101000020E6100000E4839ECDAA4F024031992A1895744840","Carrières-sur-Seine","15003","Île-de-France"
585,"0101000020E6100000744694F6069F18401DC9E53FA4CF4740","Vesoul","14973","Bourgogne-Franche-Comté"
586,"0101000020E6100000371AC05B2041E73FBBB88D06F0AE4740","Saint-Avertin","14968","Centre-Val de Loire"
587,"0101000020E6100000431CEBE2361A024048E17A14AE5F4840","Verrières-le-Buisson","14941","Île-de-France"
588,"0101000020E6100000ECC039234A7BB3BF6F8104C58FD94740","La Flèche","14902","Pays de la Loire"
589,"0101000020E61000006F8104C58FB1044098DD9387859A4840","Senlis","14891","Hauts-de-France"
590,"0101000020E6100000DDB5847CD0B307C0B84082E2C7084840","Pontivy","14889","Bretagne"
591,"0101000020E6100000098A1F63EEDA02408FE4F21FD27F4840","Saint-Brice-sous-Forêt","14875","Île-de-France"
592,"0101000020E61000007CF2B0506B9A11C0D6C56D3480374840","Guipavas","14842","Bretagne"
593,"0101000020E61000009487855AD3BC03408FC2F5285C5F4840","Valenton","14837","Île-de-France"
594,"0101000020E61000009A999999991907405917B7D1009E4840","Crépy-en-Valois","14796","Hauts-de-France"
595,"0101000020E61000005C8FC2F528DC0540F2B0506B9AFF4740","Montargis","14789","Centre-Val de Loire"
596,"0101000020E61000007FD93D7958A81540B5A679C729BA4540","Bouc-Bel-Air","14784","Provence-Alpes-Côte d’Azur"
597,"0101000020E6100000F1F44A598638E2BF64CC5D4BC85F4840","Flers","14779","Normandie"
598,"0101000020E61000001361C3D32BE50740925CFE43FA4D4940","Haubourdin","14775","Hauts-de-France"
599,"0101000020E61000007DAEB6627FD9DDBF705F07CE19B94740","Trélazé","14759","Pays de la Loire"
600,"0101000020E610000097900F7A36AB08400E4FAF9465684840","Coulommiers","14757","Île-de-France"
601,"0101000020E61000002AA913D0445808407B14AE47E14A4940","Wattignies","14736","Hauts-de-France"
602,"0101000020E610000097900F7A36AB14405F29CB10C7624840","Bar-le-Duc","14733","Grand Est"
603,"0101000020E6100000B459F5B9DA0A174098DD938785C24840","Longwy","14730","Grand Est"
604,"0101000020E6100000C8073D9B559F0EC052B81E85EB494840","Morlaix","14729","Bretagne"
605,"0101000020E6100000D95F764F1E16024064CC5D4BC85F4940","Saint-Omer","14726","Hauts-de-France"
606,"0101000020E6100000014D840D4F2F0440174850FC18734840","Le Raincy","14708","Île-de-France"
607,"0101000020E6100000098A1F63EE5AFC3F6EA301BC05A24640","Tulle","14705","Nouvelle-Aquitaine"
608,"0101000020E61000004DF38E5374641D4032772D211FE44740","Illzach","14680","Grand Est"
609,"0101000020E6100000E9482EFF217D0340E3361AC05B484840","Mennecy","14679","Île-de-France"
610,"0101000020E610000004E78C28ED0D13402063EE5A42DE4640","Francheville","14656","Auvergne-Rhône-Alpes"
611,"0101000020E6100000228E75711B8D1A408D28ED0DBEB84540","Roquebrune-sur-Argens","14626","Provence-Alpes-Côte d’Azur"
612,"0101000020E610000014AE47E17A140140CA32C4B12E9E4840","Méru","14609","Hauts-de-France"
613,"0101000020E61000001361C3D32B650F409D11A5BDC11F4940","Hautmont","14601","Hauts-de-France"
614,"0101000020E6100000CAC342AD699E184003780B2428564840","Villers-lès-Nancy","14558","Grand Est"
615,"0101000020E61000000E4FAF946588FCBF1DC9E53FA43F4740","Les Sables-d’Olonne","14545","Pays de la Loire"
616,"0101000020E6100000F0164850FC581D408FC2F5285CE74740","Wittenheim","14541","Grand Est"
617,"0101000020E6100000091B9E5E294B0B400000000000104940","Caudry","14487","Hauts-de-France"
618,"0101000020E610000040A4DFBE0E9CF73F3D2CD49AE6C54540","Ramonville-Saint-Agne","14467","Occitanie"
619,"0101000020E6100000D6C56D34803718404F401361C3734840","Pont-à-Mousson","14434","Grand Est"
620,"0101000020E61000007AC7293A92CBFBBF545227A089404740","Château-d’Olonne","14411","Pays de la Loire"
621,"0101000020E610000013F241CF665503403C4ED1915C7E4840","Arnouville-lès-Gonesse","14329","Île-de-France"
622,"0101000020E61000008E06F01648D00D406EA301BC05424840","Romilly-sur-Seine","14328","Grand Est"
623,"0101000020E6100000454772F90FE9F13F5C8FC2F528BC4840","Bois-Guillaume","14309","Normandie"
624,"0101000020E610000007CE1951DA9B18409D11A5BDC1574840","Laxou","14300","Grand Est"
625,"0101000020E610000010E9B7AF036700C05F07CE19513A4840","Dinan","14281","Bretagne"
626,"0101000020E61000002F6EA301BC050540C2172653056B4840","Lognes","14268","Île-de-France"
627,"0101000020E61000006B2BF697DD93F03FE09C11A5BDB94840","Canteleu","14244","Normandie"
628,"0101000020E61000001C7C6132557018404A7B832F4CA64840","Fameck","14243","Grand Est"
629,"0101000020E6100000228E75711B8D1A4001DE02098AA74540","Sainte-Maxime","14240","Provence-Alpes-Côte d’Azur"
630,"0101000020E6100000F31FD26F5F071440CCEEC9C342A54740","Chenôve","14216","Bourgogne-Franche-Comté"
631,"0101000020E610000003098A1F636E154018265305A3FA4640","Ambérieu-en-Bugey","14204","Auvergne-Rhône-Alpes"
632,"0101000020E61000003CBD5296218EFABF7DD0B359F5B14540","Saint-Jean-de-Luz","14198","Nouvelle-Aquitaine"
633,"0101000020E6100000ED0DBE30992A06C0BF7D1D3867444840","Plérin","14158","Bretagne"
634,"0101000020E610000087A757CA32C402405BB1BFEC9E7C4840","Montmagny","14145","Île-de-France"
635,"0101000020E6100000849ECDAACF5501C001DE02098A9F4740","Saint-Brevin-les-Pins","14118","Pays de la Loire"
636,"0101000020E6100000B30C71AC8B5B044087A757CA32444840","Saint-Fargeau","14109","Île-de-France"
637,"0101000020E610000075029A081B9E1D408FE4F21FD2DF4740","Rixheim","14071","Grand Est"
638,"0101000020E61000002AA913D044D8E2BFD42B6519E2C04740","Avrillé","14065","Pays de la Loire"
639,"0101000020E6100000A779C7293A5211C07958A835CD0B4840","Douarnenez","14015","Bretagne"
640,"0101000020E6100000D1915CFE437A03408D28ED0DBE684840","Saint-Maurice","14001","Île-de-France"
641,"0101000020E61000002575029A089B18407A36AB3E57934840","Woippy","13998","Grand Est"
642,"0101000020E6100000C8073D9B559FF2BF5F07CE1951324640","Biscarrosse","13946","Nouvelle-Aquitaine"
643,"0101000020E61000005C8FC2F528DC07C068226C787AD54740","Auray","13945","Bretagne"
644,"0101000020E610000012143FC6DCB5F13F85EB51B81E054640","Castelsarrasin","13934","Occitanie"
645,"0101000020E61000001E166A4DF38ECBBFCDCCCCCCCC7C4740","Thouars","13932","Nouvelle-Aquitaine"
646,"0101000020E6100000F931E6AE25E402401B0DE02D90504840","Fleury-Mérogis","13917","Île-de-France"
647,"0101000020E61000009C33A2B437F8F73FA7E8482EFFC14540","Castanet-Tolosan","13811","Occitanie"
648,"0101000020E6100000CE1951DA1B7CF93F787AA52C43344940","Berck-sur-Mer","13791","Hauts-de-France"
649,"0101000020E6100000EF38454772B91140499D8026C2D64540","Saint-Gilles","13787","Occitanie"
650,"0101000020E6100000FAEDEBC039631740FD87F4DBD7914540","Ollioules","13771","Provence-Alpes-Côte d’Azur"
651,"0101000020E6100000000000000000054036AB3E575BD94740","Gien","13732","Centre-Val de Loire"
652,"0101000020E610000044696FF085C994BF3A92CB7F485F4840","Argentan","13730","Normandie"
653,"0101000020E61000005F984C158C4ADABFB81E85EB51A84540","Lons","13720","Nouvelle-Aquitaine"
654,"0101000020E610000039454772F9CF134022FDF675E0D44640","Mions","13665","Auvergne-Rhône-Alpes"
655,"0101000020E6100000CDCCCCCCCCCC0540CEAACFD556344840","Avon","13662","Île-de-France"
656,"0101000020E6100000A857CA32C4B11D4082734694F6DE4540","Beausoleil","13576","Provence-Alpes-Côte d’Azur"
657,"0101000020E6100000AA8251499D80F93FC3D32B65195A4940","Outreau","13575","Hauts-de-France"
658,"0101000020E6100000000000000040134027A089B0E1D14540","Saint-Martin-de-Crau","13558","Provence-Alpes-Côte d’Azur"
659,"0101000020E6100000234A7B832F4C0A40C05B2041F1D34840","Tergnier","13547","Hauts-de-France"
660,"0101000020E6100000C58F31772D21FBBF166A4DF38E0B4840","Saint-Jacques-de-la-Lande","13533","Bretagne"
661,"0101000020E610000095D4096822AC144022FDF675E0BC4540","Berre-l’Étang","13520","Provence-Alpes-Côte d’Azur"
662,"0101000020E6100000C9E53FA4DFFE1240CE88D2DEE0234640","Bollène","13509","Provence-Alpes-Côte d’Azur"
663,"0101000020E61000004FAF9465886300404703780B24684840","Fontenay-le-Fleury","13494","Île-de-France"
664,"0101000020E61000001D386744696F0340B9FC87F4DB4F4840","Courcouronnes","13490","Île-de-France"
665,"0101000020E61000006519E25817B709406744696FF0554940","Lys-lès-Lannoy","13471","Hauts-de-France"
666,"0101000020E6100000C4B12E6EA3810340C66D3480B7A04840","Montataire","13461","Hauts-de-France"
667,"0101000020E610000005C58F3177AD02407CF2B0506B5A4840","Morangis","13453","Île-de-France"
668,"0101000020E61000007FFB3A70CEC81240B81E85EB51304640","Pierrelatte","13452","Auvergne-Rhône-Alpes"
669,"0101000020E61000002AA913D044D8F0BF22FDF675E0DC4540","Saint-Paul-lès-Dax","13436","Nouvelle-Aquitaine"
670,"0101000020E61000004FAF946588630440FE43FAEDEB504840","Lieusaint","13410","Île-de-France"
671,"0101000020E610000097900F7A362B0240083D9B559F934840","Persan","13386","Île-de-France"
672,"0101000020E6100000ED9E3C2CD41A0540E4141DC9E56F4840","Vaires-sur-Marne","13383","Île-de-France"
673,"0101000020E61000009FABADD85FF60840FF21FDF675604940","Roncq","13361","Hauts-de-France"
674,"0101000020E610000007CE1951DA5B1B402041F163CCBD4740","Audincourt","13336","Bourgogne-Franche-Comté"
675,"0101000020E61000002497FF907E7B11C048E17A14AE2F4840","Plougastel-Daoulas","13330","Bretagne"
676,"0101000020E6100000B7D100DE02090C4001DE02098A2F4940","Anzin","13303","Hauts-de-France"
677,"0101000020E610000020D26F5F07CEE9BF4F401361C33B4740","Fontenay-le-Comte","13302","Pays de la Loire"
678,"0101000020E6100000431CEBE2365A1D40F7065F984CE54740","Kingersheim","13267","Grand Est"
679,"0101000020E6100000D3BCE3141D091C40C3D32B6519D24540","Valbonne","13257","Provence-Alpes-Côte d’Azur"
680,"0101000020E6100000A089B0E1E9151840F38E5374241F4740","Saint-Genis-Pouilly","13243","Auvergne-Rhône-Alpes"
681,"0101000020E610000092CB7F48BFFD074051DA1B7C61CA4840","Noyon","13235","Hauts-de-France"
682,"0101000020E61000006F8104C58F31A7BF5C8FC2F5288C4540","Lourdes","13210","Occitanie"
683,"0101000020E6100000AF946588635DF13F13F241CF660D4640","Moissac","13195","Occitanie"
684,"0101000020E6100000728A8EE4F21F09406EA301BC055A4940","Mouvaux","13173","Hauts-de-France"
685,"0101000020E6100000780B24287E8C054051DA1B7C61224840","Nemours","13165","Île-de-France"
686,"0101000020E6100000A857CA32C4311140E09C11A5BD794740","Autun","13157","Bourgogne-Franche-Comté"
687,"0101000020E6100000D3DEE00B932906406ADE718A8EFC4740","Amilly","13099","Centre-Val de Loire"
688,"0101000020E6100000D0D556EC2F3B1840DFE00B93A92A4740","Gex","13093","Auvergne-Rhône-Alpes"
689,"0101000020E6100000BA6B09F9A067F53F454772F90F094840","Châteaudun","13078","Centre-Val de Loire"
690,"0101000020E6100000BADA8AFD657700405AF5B9DA8A7D4840","Andrésy","13078","Île-de-France"
691,"0101000020E61000002A3A92CB7FC81A4035EF3845479A4840","Creutzwald","13070","Grand Est"
692,"0101000020E61000006E3480B740021440AF25E4839EDD4640","Genas","13022","Auvergne-Rhône-Alpes"
693,"0101000020E6100000D8F0F44A5986E6BF3255302AA9A34840","Bayeux","13017","Normandie"
694,"0101000020E610000010E9B7AF036712C0713D0AD7A3304840","Plouzané","12979","Bretagne"
695,"0101000020E6100000EE5A423EE85908403FC6DCB584544940","Saint-André","12966","Hauts-de-France"
696,"0101000020E6100000849ECDAACFD50A40D50968226C484740","Yzeure","12899","Auvergne-Rhône-Alpes"
697,"0101000020E61000006ADE718A8EE4FD3F4B598638D6154740","Guéret","12889","Nouvelle-Aquitaine"
698,"0101000020E6100000E9482EFF21FD13406ADE718A8E044640","Monteux","12875","Provence-Alpes-Côte d’Azur"
699,"0101000020E6100000516B9A779CA2E3BF74B515FBCB264840","Mayenne","12874","Pays de la Loire"
700,"0101000020E610000073D712F241CFE0BF11363CBD52B64740","Les Ponts-de-Cé","12811","Pays de la Loire"
701,"0101000020E6100000A52C431CEBE205407DAEB6627F014840","Châlette-sur-Loing","12790","Centre-Val de Loire"
702,"0101000020E6100000A835CD3B4ED1FF3FFE65F7E461E14540","Graulhet","12789","Occitanie"
703,"0101000020E610000011C7BAB88D8616403A92CB7F48AF4540","Auriol","12771","Provence-Alpes-Côte d’Azur"
704,"0101000020E6100000492EFF21FDF605402B1895D409704840","Montévrain","12764","Île-de-France"
705,"0101000020E6100000713D0AD7A370EF3F86C954C1A8B44740","Amboise","12693","Centre-Val de Loire"
706,"0101000020E6100000BB270F0BB5A60B408C4AEA0434114740","Cusset","12685","Auvergne-Rhône-Alpes"
707,"0101000020E61000000F9C33A2B4771D4064CC5D4BC8DF4740","Riedisheim","12660","Grand Est"
708,"0101000020E610000024287E8CB96BD9BF1F85EB51B8A64540","Billère","12628","Nouvelle-Aquitaine"
709,"0101000020E610000005C58F31776D1F40C3D32B6519624840","Bischwiller","12615","Grand Est"
710,"0101000020E6100000C0EC9E3C2CD40440AD69DE718AA64840","Pont-Sainte-Maxence","12601","Hauts-de-France"
711,"0101000020E6100000D0B359F5B9DA1E40AD69DE718A464840","Ostwald","12586","Grand Est"
712,"0101000020E61000008104C58F313710407958A835CD234840","Saint-André-les-Vergers","12581","Grand Est"
713,"0101000020E61000004DF38E53742404C0EB73B515FB3B4840","Lamballe","12579","Bretagne"
714,"0101000020E6100000C05B2041F163F9BF88635DDC466B4840","Granville","12567","Normandie"
715,"0101000020E61000007CF2B0506B9A1940C3D32B65190A4740","Bonneville","12557","Auvergne-Rhône-Alpes"
716,"0101000020E610000069006F8104C5F53F787AA52C435C4840","Vernouillet","12522","Centre-Val de Loire"
717,"0101000020E6100000075F984C158CF83FD881734694C64540","Saint-Orens-de-Gameville","12522","Occitanie"
718,"0101000020E610000039454772F90F0840287E8CB96B614940","Comines","12498","Hauts-de-France"
719,"0101000020E61000008BFD65F7E461F7BFDA1B7C6132C54540","Tarnos","12498","Nouvelle-Aquitaine"
720,"0101000020E61000006744696FF0C51C407B14AE47E1E24540","Carros","12489","Provence-Alpes-Côte d’Azur"
721,"0101000020E6100000A52C431CEBE20B4036CD3B4ED1314940","Raismes","12468","Hauts-de-France"
722,"0101000020E6100000EA043411363C0840CA32C4B12E464940","Seclin","12410","Hauts-de-France"
723,"0101000020E61000008104C58F31371C40832F4CA60A5E4840","Sarrebourg","12331","Grand Est"
724,"0101000020E610000002BC0512143F0740295C8FC2F5384940","Harnes","12324","Hauts-de-France"
725,"0101000020E6100000E3361AC05B200440C66D3480B7584840","Épinay-sous-Sénart","12279","Île-de-France"
726,"0101000020E61000003C4ED1915C7E0540295C8FC2F5784840","Claye-Souilly","12264","Île-de-France"
727,"0101000020E6100000E4839ECDAA8F114065AA6054524F4640","Aubenas","12253","Auvergne-Rhône-Alpes"
728,"0101000020E61000005305A3923A010C4027C286A757424640","Mende","12227","Occitanie"
729,"0101000020E6100000E78C28ED0D3E0A40F6285C8FC22D4940","Somain","12213","Hauts-de-France"
730,"0101000020E610000032E6AE25E483EE3FA1F831E6AEC54840","Barentin","12211","Normandie"
731,"0101000020E6100000CDCCCCCCCC4C114009F9A067B3B24640","Le Chambon-Feugerolles","12200","Auvergne-Rhône-Alpes"
732,"0101000020E6100000BDE3141DC9650CC072F90FE9B7EF4740","Quimperlé","12188","Bretagne"
733,"0101000020E6100000E63FA4DFBE0E08405F07CE19515A4540","Canet-en-Roussillon","12186","Occitanie"
734,"0101000020E6100000D1915CFE43BA1940F46C567DAEB64540","Vidauban","12176","Provence-Alpes-Côte d’Azur"
735,"0101000020E61000004FAF94658863D5BFEC51B81E85EB4740","Sablé-sur-Sarthe","12127","Pays de la Loire"
736,"0101000020E61000007AC7293A92CB05401B0DE02D90384940","Bully-les-Mines","12117","Hauts-de-France"
737,"0101000020E61000009FABADD85F76F13F4F401361C3AB4840","Oissel","12102","Normandie"
738,"0101000020E6100000C442AD69DE71F1BFD7A3703D0A5F4640","Andernos-les-Bains","12096","Nouvelle-Aquitaine"
739,"0101000020E6100000780B24287E0C00405AF5B9DA8A7D4840","Triel-sur-Seine","12081","Île-de-France"
740,"0101000020E6100000598638D6C5ED1440917EFB3A70BE4540","Rognac","12080","Provence-Alpes-Côte d’Azur"
741,"0101000020E610000098DD9387855A0C4086C954C1A82C4940","Marly","12074","Hauts-de-France"
742,"0101000020E61000009CA223B9FC87DCBF65AA6054527F4640","Saint-André-de-Cubzac","12051","Nouvelle-Aquitaine"
743,"0101000020E61000008AB0E1E995B2F33F5BB1BFEC9EC44540","Fonsorbes","12036","Occitanie"
744,"0101000020E61000008126C286A7D70C40029A081B9EB64540","Mèze","12012","Occitanie"
745,"0101000020E6100000DC68006F8104F6BF4F401361C3DB4740","Châteaubriant","12011","Pays de la Loire"
